fecha,me_gusta,comentarios,visualizaciones,descripcion,link
2025-08-26T16:38:38.000Z,99,8,NA,"Soy carolina Valenzuela Núñez, perito judicial, con experiencia de 15 años en infancia con orientación sistémica pues mi principal foco es el bienestar superior de los niños.

Hace 5 años me dedico al ámbito jurídico especialmente en habilidades parentales, perfil de agresividad, perfil de victima y/o daño de violencia intrafamiliar y daño moral

Si necesitas orientación puedes también agendar una hora conmigo de asesoría psicojuridica para orientarte en tu proceso judicial 

Contáctame y conversemos",https://www.instagram.com/ps_perito_caroval/reel/DN0x9zb2vjC/
2025-12-31T23:56:31.000Z,26,4,NA,"Mucha fuerza, energía y amor para cada uno de ustedes en este año que pronto se inicia",https://www.instagram.com/ps_perito_caroval/reel/DS8nIpfCYMe/
2025-12-25T18:04:52.000Z,12,0,NA,NA,https://www.instagram.com/ps_perito_caroval/reel/DSsiGp7CaSI/
2025-12-24T21:22:05.000Z,73,5,NA,Sé que son días súper dolorosos para muchas familias de nuestro país. Dejo unas recomendaciones para resguardarse en estas fechas de tanta sensibilidad y dolor @soytupsico_loga @fundacion_crianza_compartida @fundacionlazosargentina @fun.puentes.2024 @infanciacompartidaok @miespacio_emocional @lic.canziani_luciana @coachjuridica @villalobosatlas @franciscopachecoabogado @hombresmaltratadoschile @coachjuridica @abogadafranciscaogalde @vanessaferrerradovic,https://www.instagram.com/ps_perito_caroval/reel/DSqP5s3iRDm/
2025-12-23T11:48:19.000Z,137,8,NA,"🎄 Navidad y Año Nuevo: cuando el vínculo duele

Especialistas en psicología advierten que para madres y padres que no pueden compartir las fiestas con sus hijos, estas fechas activan un doble duelo: la ausencia física y la incertidumbre emocional. Este dolor, si no es acompañado, puede transformarse en angustia crónica, culpa o desesperanza.

Los expertos recomiendan apoyarse en redes de contención, delegar el proceso judicial en profesionales y crear gestos simbólicos —cartas, mensajes o rituales— que ayuden a sostener el vínculo afectivo sin dañar la salud emocional.

💛 Cuidar a quienes crían también es cuidar a los niños.
El acompañamiento psicológico no es un lujo, es una necesidad.

Nota completa 👇
💻 Youtube Roberto Villalobos Atlas

Estudio Jurídico “Argentina de Ley”
Dr. Villalobos Atlas & Equipo Abogados
Penal y de Familia, CABA y Provincia de Buenos Aires
Delitos Federales. Contencioso Administrativo. 
Wsp 11 44 29 06 32 
argentinadeley@gmail.com
www.argentinadeley.com.ar

infancias familias vinculo afectivo salud mental psicologia crianza compartida derechosdelnino navidad añonuevo fiestas duelo parental acompañamiento emocional bienestar emocional obstruccion parental justicia familiar politicas publicas interes superior del niño redes de apoyo terapeutas psicologos familia separada vinculos rotos amor parental cuidado emocional infancia primero navidad sin hijos año nuevo resiliencia empatia contencion emocional escucha activa derechos humanos crianza responsable protección infantil reparación emocional vínculo familiar presencia afectiva apoyo psicológico cuidado parental infancia vulnerada fiestas conscientes familias diversas",https://www.instagram.com/villalobosatlas/reel/DSlQqMEjKsS/
2025-12-21T22:55:15.000Z,126,8,NA,"El 22 de diciembre, a las 11:30 horas, en las afueras de la Corte Suprema ( Compañía de Jesús 1140 Santiago, Región Metropolitana)

La convocatoria del 22 de diciembre surge de las propias familias afectadas por la desvinculación parental y las fallas del sistema judicial de familia. 

No nace de partidos políticos ni de liderazgos autorreferentes que pretendan representar a todos; surge de madres, padres y abuelos que conocen de primera mano el impacto del impedimento de contacto y la falta de respuestas institucionales.

La autonomía es parte central de esta movilización. Cada familia, en cada territorio, está llamada a organizarse por sí misma y a hacerse presente en las afueras de los Tribunales de Familia, sin intermediarios ni estructuras externas que definan sus acciones o discursos. 

La fuerza de este movimiento está precisamente en que proviene de quienes viven el problema, y no de quienes intentan capitalizarlo desde fuera.

El 22 de diciembre, a las 11:30 horas, en las afueras de la Corte Suprema ( Compañía de Jesús 1140 Santiago, Región Metropolitana) , se reunirán para visibilizar una realidad que el sistema ha normalizado: la impunidad frente al impedimento de contacto y la vulneración sistemática del derecho de niños y niñas a mantener relación con ambos padres y sus familias. 

Esa misma acción puede y debe replicarse en cada región, en tribunales  de familia, de manera autónoma y coordinada entre las personas directamente afectadas.

No se trata de banderas mi logos ni de adhesión a causas ajenas a esta lucha. Se trata de que quienes han sido afectados por la desvinculación parental asuman su propio espacio, comuniquen su propia experiencia y exijan, desde su propia voz, un sistema que garantice el derecho a vínculo, identidad y corresponsabilidad. 

Cientos de familias afectadas. Una sola voz.

Si eres de regiones comenta tu región y el tribunal de familia de tu región donde te reunirás mañana a las 11:30 am .

#manifestación #22d #cortesuprema #familias #falsasdenuncias",https://www.instagram.com/fundacion_crianza_compartida/reel/DSivgXAktRm/
2025-12-20T20:48:23.000Z,30,1,NA,"Es tan importa reparar nuestro niña(o) interior, es el camino a la libertad emocional, porque cuando somos conscientes de nuestras sombras y podemos vivir con ellas entendiendo de dónde vienen y porque suceden es la oportunidad entonces para sanar y construir vínculos sanos sobre todo si debo también criar a hijos(as) sanos y conscientes con sus emociones y con los vínculos que formarán con otros en su infancia y en su adultez",https://www.instagram.com/ps_perito_caroval/reel/DSf8mQCieZk/
2025-12-19T22:23:23.000Z,138,6,NA,"La Asociación Latinoamericana de Psicología Jurídica y Forense fue clara:

la psicología forense es un campo científico autónomo, con reglas, métodos y responsabilidades propias.
Defender el disenso técnico, la revisión crítica y la independencia pericial no debilita la justicia: la fortalece.

Cuando se confunden funciones, se clausura el debate o se impone una única mirada, se empobrece la prueba y se vulneran derechos, especialmente los de niñas, niños y adolescentes.

Desde Infancia Compartida sostenemos lo mismo: más rigor, más debate. Menos ideología y menos silenciamiento... 

Y por supuesto PERSPECTIVA DE NIÑEZ 

Hacia la cultura de una Infancia Compartida... Y SIN MALTRATOS!",https://www.instagram.com/infanciacompartidaok/p/DSdi-KXkT4X/
2025-12-19T12:28:37.000Z,15,0,NA,"Te perdiste el Cap 1 junto @ps_perito_caroval ? Lo puedes revivir en nuestro canal de YouTube. Link en nuestras historias .

#somosmujer #radiohoy #hoycomunicaciones",https://www.instagram.com/radiohoycl/reel/DScewksEYwV/
2025-12-17T00:38:54.000Z,30,3,NA,Porque siempre hay profesores que marcan positivamente la luz en el camino,https://www.instagram.com/ps_perito_caroval/reel/DSWEFbeCaMx/
